ranking,word,word count,probability
339,would,5,0.0005425935973955507
340,criticise,5,0.0005425935973955507
341,free,5,0.0005425935973955507
342,#youth,5,0.0005425935973955507
343,@cntraveller,4,0.0004340748779164406
344,#murder,4,0.0004340748779164406
345,@haveeru,4,0.0004340748779164406
346,https://t.co/Y2UfhDvQju,4,0.0004340748779164406
347,@Mausoom_Maus:,4,0.0004340748779164406
348,are2,4,0.0004340748779164406
349,made,4,0.0004340748779164406
350,count,4,0.0004340748779164406
351,#Apple,4,0.0004340748779164406
352,condone,4,0.0004340748779164406
353,#KeralaBudget,4,0.0004340748779164406
354,Enforcement,4,0.0004340748779164406
355,No,4,0.0004340748779164406
356,!!,4,0.0004340748779164406
357,@IsraelinDenmark:,4,0.0004340748779164406
358,@DanielGennaoui:,4,0.0004340748779164406
359,#Malayalees,4,0.0004340748779164406
360,stake!,4,0.0004340748779164406
361,happens,4,0.0004340748779164406
362,New,4,0.0004340748779164406
363,Man,4,0.0004340748779164406
364,http://t.co/vakWTzjR4p,4,0.0004340748779164406
365,"A""respected""",4,0.0004340748779164406
366,#leadership,4,0.0004340748779164406
367,Be,4,0.0004340748779164406
368,#Crimea,4,0.0004340748779164406
369,citizenship.,4,0.0004340748779164406
370,#secular,4,0.0004340748779164406
371,@IsraelAtlanta:,4,0.0004340748779164406
372,State.,4,0.0004340748779164406
373,@RashtrapatiBhvn,4,0.0004340748779164406
374,Opposition!,4,0.0004340748779164406
375,Any,4,0.0004340748779164406
376,many,4,0.0004340748779164406
377,#Hipocrisy,4,0.0004340748779164406
378,#democracy.Wht,4,0.0004340748779164406
379,ISIS.,4,0.0004340748779164406
380,erased,4,0.0004340748779164406
381,Nation.,4,0.0004340748779164406
382,@RoshanSdrprop:,4,0.0004340748779164406
383,Guess,4,0.0004340748779164406
384,duty,4,0.0004340748779164406
385,neither,4,0.0004340748779164406
386,behind,4,0.0004340748779164406
387,Hours,4,0.0004340748779164406
388,btw,4,0.0004340748779164406
389,http://t.co/bHz8Ps96k2,4,0.0004340748779164406
390,vision,4,0.0004340748779164406
391,shd,4,0.0004340748779164406
392,#MidEast,4,0.0004340748779164406
393,thrives,4,0.0004340748779164406
394,@ablho:,4,0.0004340748779164406
395,ho,4,0.0004340748779164406
396,proud,4,0.0004340748779164406
397,Burma,4,0.0004340748779164406
398,needs.,4,0.0004340748779164406
399,otherwise-look,4,0.0004340748779164406
400,http://t.co/7HtRx7YsUJ,4,0.0004340748779164406
401,#Controversy,4,0.0004340748779164406
402,#religiousattack,4,0.0004340748779164406
403,bribes!,4,0.0004340748779164406
404,https://t.co/PgFTruAo1N,4,0.0004340748779164406
405,"""rationale""",4,0.0004340748779164406
406,@ArvindGaur:,4,0.0004340748779164406
407,thei…,4,0.0004340748779164406
408,#shameonindia,4,0.0004340748779164406
409,http://t.co/71FPQdmMa6,4,0.0004340748779164406
410,british,4,0.0004340748779164406
411,http://t.co/R…,4,0.0004340748779164406
412,http://t…,4,0.0004340748779164406
413,bacha,4,0.0004340748779164406
414,Expel,4,0.0004340748779164406
415,ji.,4,0.0004340748779164406
416,#RaiseYourVoice,4,0.0004340748779164406
417,petition,4,0.0004340748779164406
418,Narrow,4,0.0004340748779164406
419,speaker's,4,0.0004340748779164406
420,One,4,0.0004340748779164406
421,roam,4,0.0004340748779164406
422,#Constitution,4,0.0004340748779164406
423,regulation,4,0.0004340748779164406
424,#Entrepreneurship,4,0.0004340748779164406
425,Who,4,0.0004340748779164406
426,#Hell,4,0.0004340748779164406
427,#Challenges,4,0.0004340748779164406
428,fit!,4,0.0004340748779164406
429,Israeli,4,0.0004340748779164406
430,#churchvandalism,4,0.0004340748779164406
431,Traffic,4,0.0004340748779164406
432,#Pakistan.,4,0.0004340748779164406
433,Think,4,0.0004340748779164406
434,…,4,0.0004340748779164406
435,#Communism,4,0.0004340748779164406
436,#election2015,4,0.0004340748779164406
437,#journalism,4,0.0004340748779164406
438,case.,4,0.0004340748779164406
439,returns!,4,0.0004340748779164406
440,guilty,4,0.0004340748779164406
441,#parliamentary,4,0.0004340748779164406
442,#RanDhihaFaheh?,4,0.0004340748779164406
443,body,4,0.0004340748779164406
444,http://t.co/tsz8P5goYN,4,0.0004340748779164406
445,#democrac…,4,0.0004340748779164406
446,guy,4,0.0004340748779164406
447,Pansare,4,0.0004340748779164406
448,#freespeech,4,0.0004340748779164406
449,more:,4,0.0004340748779164406
450,#BomBaebs,4,0.0004340748779164406
451,#LongWalkToFreedom,4,0.0004340748779164406
452,votes.,4,0.0004340748779164406
453,chair,4,0.0004340748779164406
454,Allende.,4,0.0004340748779164406
455,votes!,4,0.0004340748779164406
456,"Tune""",4,0.0004340748779164406
457,RahulSnoopFarce,4,0.0004340748779164406
458,#confused,4,0.0004340748779164406
459,ago,4,0.0004340748779164406
460,died,4,0.0004340748779164406
461,Atleast,4,0.0004340748779164406
462,picture,4,0.0004340748779164406
463,started,4,0.0004340748779164406
464,votes:Israel's,4,0.0004340748779164406
465,throw,4,0.0004340748779164406
466,taken,4,0.0004340748779164406
467,http://t.co/uJEoxsVQKx,4,0.0004340748779164406
468,http://t.co/JxEtvMhsaA,4,0.0004340748779164406
469,http://t.co/1GQlQBGQGr,4,0.0004340748779164406
470,today:,4,0.0004340748779164406
471,accepts,4,0.0004340748779164406
472,ven,4,0.0004340748779164406
473,Look,4,0.0004340748779164406
474,"""respected""",4,0.0004340748779164406
475,journalist,4,0.0004340748779164406
476,wwo,4,0.0004340748779164406
477,Beep,4,0.0004340748779164406
478,dead,4,0.0004340748779164406
479,Beef,4,0.0004340748779164406
480,#HaveYourS…,4,0.0004340748779164406
481,Whatever,4,0.0004340748779164406
482,yielded,4,0.0004340748779164406
483,apart,4,0.0004340748779164406
484,biz,4,0.0004340748779164406
485,xecutive,4,0.0004340748779164406
486,#VHP,4,0.0004340748779164406
487,khatm,4,0.0004340748779164406
488,Last,4,0.0004340748779164406
489,innocent,4,0.0004340748779164406
490,#BeingChange,4,0.0004340748779164406
491,guaranteed,4,0.0004340748779164406
492,hai,4,0.0004340748779164406
493,Happy,4,0.0004340748779164406
494,bastard.,4,0.0004340748779164406
495,VHP.,4,0.0004340748779164406
496,@HYDTP,4,0.0004340748779164406
497,people!,4,0.0004340748779164406
498,"""A",4,0.0004340748779164406
499,mistake,4,0.0004340748779164406
500,VHP,4,0.0004340748779164406
501,#Democratic,4,0.0004340748779164406
502,much,4,0.0004340748779164406
503,.,4,0.0004340748779164406
504,#RahulProfiling,4,0.0004340748779164406
505,now.,4,0.0004340748779164406
506,Tharawaddy,4,0.0004340748779164406
507,Shiit,4,0.0004340748779164406
508,chamber;,4,0.0004340748779164406
509,stripped,4,0.0004340748779164406
510,#BoycottMaldives,4,0.0004340748779164406
511,Music,4,0.0004340748779164406
512,#,4,0.0004340748779164406
513,fair,4,0.0004340748779164406
514,#SadButTrue,4,0.0004340748779164406
515,bad,4,0.0004340748779164406
516,bars...,4,0.0004340748779164406
517,dy,4,0.0004340748779164406
518,banned,4,0.0004340748779164406
519,Free,4,0.0004340748779164406
520,earth,4,0.0004340748779164406
521,#india.,4,0.0004340748779164406
522,@NelsonMandela,4,0.0004340748779164406
523,kr,4,0.0004340748779164406
524,Common,4,0.0004340748779164406
525,exec,4,0.0004340748779164406
526,#Morality,4,0.0004340748779164406
527,-,4,0.0004340748779164406
528,@IsraelinSA:,4,0.0004340748779164406
529,us..??!!#democracy,4,0.0004340748779164406
530,king,4,0.0004340748779164406
531,murder,4,0.0004340748779164406
532,Welcome!,4,0.0004340748779164406
533,rakho,4,0.0004340748779164406
534,power.,4,0.0004340748779164406
535,koi,4,0.0004340748779164406
536,#StopRape,4,0.0004340748779164406
537,Indian,4,0.0004340748779164406
538,17?,4,0.0004340748779164406
539,nhi,4,0.0004340748779164406
540,@travelchannel,4,0.0004340748779164406
541,#Democra…,4,0.0004340748779164406
542,@AlamMaldives:,4,0.0004340748779164406
543,Wow,4,0.0004340748779164406
544,Four,4,0.0004340748779164406
545,#Vote,4,0.0004340748779164406
546,yr,4,0.0004340748779164406
547,yo,4,0.0004340748779164406
548,baat,4,0.0004340748779164406
549,#Google,4,0.0004340748779164406
550,-Proved,4,0.0004340748779164406
551,#presidentpranab,4,0.0004340748779164406
552,#MDP,4,0.0004340748779164406
553,♥,4,0.0004340748779164406
554,questioning,4,0.0004340748779164406
555,win!,4,0.0004340748779164406
556,thing,4,0.0004340748779164406
557,#Syrians,4,0.0004340748779164406
558,Russian,4,0.0004340748779164406
559,Peak,4,0.0004340748779164406
560,two,4,0.0004340748779164406
561,armed,4,0.0004340748779164406
562,elections?,4,0.0004340748779164406
563,balance,4,0.0004340748779164406
564,strong,4,0.0004340748779164406
565,jate,4,0.0004340748779164406
566,situation,4,0.0004340748779164406
567,#Ukraine,4,0.0004340748779164406
568,movement,4,0.0004340748779164406
569,hich,4,0.0004340748779164406
570,#2Face,4,0.0004340748779164406
571,enjoy,4,0.0004340748779164406
572,these,4,0.0004340748779164406
573,today.,4,0.0004340748779164406
574,minded,4,0.0004340748779164406
575,@NikeSkywalker:,4,0.0004340748779164406
576,Accounts?,4,0.0004340748779164406
577,#RahulSnoopFarce,4,0.0004340748779164406
578,#Diffrences,4,0.0004340748779164406
579,unrest,4,0.0004340748779164406
580,Nasheed,3,0.00032555615843733043
581,world,3,0.00032555615843733043
582,It,3,0.00032555615843733043
583,importance,3,0.00032555615843733043
584,literate,3,0.00032555615843733043
585,#KeralaChaos,3,0.00032555615843733043
586,#unrulyMLAs,3,0.00032555615843733043
587,crime,3,0.00032555615843733043
588,We,3,0.00032555615843733043
589,not.,3,0.00032555615843733043
590,urge,3,0.00032555615843733043
591,की,3,0.00032555615843733043
592,13th,3,0.00032555615843733043
593,#IWD2015,3,0.00032555615843733043
594,low,3,0.00032555615843733043
595,http://t.co…,3,0.00032555615843733043
596,corrupted,3,0.00032555615843733043
597,India's,3,0.00032555615843733043
598,true,3,0.00032555615843733043
599,article,3,0.00032555615843733043
600,Dharna,3,0.00032555615843733043
601,@_mansoor1:,3,0.00032555615843733043
602,country.,3,0.00032555615843733043
603,see,3,0.00032555615843733043
604,#Irony…,3,0.00032555615843733043
605,https://t.co/L2xcxOI7f8,3,0.00032555615843733043
606,@deepakmercy:,3,0.00032555615843733043
607,court,3,0.00032555615843733043
608,#wordpress,3,0.00032555615843733043
609,work,3,0.00032555615843733043
610,#Truth,3,0.00032555615843733043
611,via,3,0.00032555615843733043
612,#Conclave15,3,0.00032555615843733043
613,#politics,3,0.00032555615843733043
614,protest,3,0.00032555615843733043
615,#MakingOfIndia,2,0.0002170374389582203
616,#MobJustice,2,0.0002170374389582203
617,#Stinking,2,0.0002170374389582203
618,yourself!!,2,0.0002170374389582203
619,@ravishndtv,2,0.0002170374389582203
620,@stellasglobe:,2,0.0002170374389582203
621,@lawragahsaka,2,0.0002170374389582203
622,intra,2,0.0002170374389582203
623,#WakeUp,2,0.0002170374389582203
624,whether,2,0.0002170374389582203
625,@umakantsingh_in:,2,0.0002170374389582203
626,pull,2,0.0002170374389582203
627,dumb.Is,2,0.0002170374389582203
628,लोकतंत्र,2,0.0002170374389582203
629,http://…,2,0.0002170374389582203
630,Rape,2,0.0002170374389582203
631,stand,2,0.0002170374389582203
632,stop.,2,0.0002170374389582203
633,#Beijing20,2,0.0002170374389582203
634,@UN_Women:,2,0.0002170374389582203
635,@Third_Position:,2,0.0002170374389582203
636,#pr,2,0.0002170374389582203
637,http://t.co/lhyKsY5rW2,2,0.0002170374389582203
638,riveting,2,0.0002170374389582203
639,Government,2,0.0002170374389582203
640,#Rwanda,2,0.0002170374389582203
641,primary,2,0.0002170374389582203
642,Dr.,2,0.0002170374389582203
643,@quizderek,2,0.0002170374389582203
644,become,2,0.0002170374389582203
645,#finance,2,0.0002170374389582203
646,women”-,2,0.0002170374389582203
647,presidential,2,0.0002170374389582203
648,#democracy?,2,0.0002170374389582203
649,work!,2,0.0002170374389582203
650,money,2,0.0002170374389582203
651,United,2,0.0002170374389582203
652,without,2,0.0002170374389582203
653,http://t.co/UQ9UZs1F8S,2,0.0002170374389582203
654,@VinceChepkwony,2,0.0002170374389582203
655,document,2,0.0002170374389582203
656,largest,2,0.0002170374389582203
657,#power,2,0.0002170374389582203
658,#US,2,0.0002170374389582203
659,different,2,0.0002170374389582203
660,emocracy,2,0.0002170374389582203
661,You,2,0.0002170374389582203
662,#Indians,2,0.0002170374389582203
663,-&gt;,2,0.0002170374389582203
664,Together,2,0.0002170374389582203
665,waste,2,0.0002170374389582203
666,Get,2,0.0002170374389582203
667,Sure,2,0.0002170374389582203
668,can't,2,0.0002170374389582203
669,Result,2,0.0002170374389582203
670,suppressed,2,0.0002170374389582203
671,fanatic,2,0.0002170374389582203
672,#World's,2,0.0002170374389582203
673,#DEMOCRACY,2,0.0002170374389582203
674,#obama,2,0.0002170374389582203
675,Demanding,2,0.0002170374389582203
676,Good,2,0.0002170374389582203
677,#TheFearlessIndian:,2,0.0002170374389582203
678,–,2,0.0002170374389582203
679,elected,2,0.0002170374389582203
680,view,2,0.0002170374389582203
681,candidate:,2,0.0002170374389582203
682,Mirage,2,0.0002170374389582203
683,had!,2,0.0002170374389582203
684,@Shehzad_Ind,2,0.0002170374389582203
685,endless,2,0.0002170374389582203
686,#Islamic,2,0.0002170374389582203
687,voted.,2,0.0002170374389582203
688,Punj,2,0.0002170374389582203
689,@ArvindKejriwal,2,0.0002170374389582203
690,watching,2,0.0002170374389582203
691,Robust,2,0.0002170374389582203
692,#government,2,0.0002170374389582203
693,Meanwhile,2,0.0002170374389582203
694,#London,2,0.0002170374389582203
695,corner,2,0.0002170374389582203
696,@UNPeacekeeping,2,0.0002170374389582203
697,@mediacrooks,2,0.0002170374389582203
698,http://t.co/mQfon7bzig,2,0.0002170374389582203
699,Murdoch's,2,0.0002170374389582203
700,#capitalism,2,0.0002170374389582203
701,@V1bhavHeaRt:,2,0.0002170374389582203
702,#IND,2,0.0002170374389582203
703,Sukuriyyaaa,2,0.0002170374389582203
704,@TIBETANS,2,0.0002170374389582203
705,#ShameOnSharad,2,0.0002170374389582203
706,Reforms:,2,0.0002170374389582203
707,Electoral,2,0.0002170374389582203
708,#netanyahu,2,0.0002170374389582203
709,beggar,2,0.0002170374389582203
710,back,2,0.0002170374389582203
711,@IbrahimShad:,2,0.0002170374389582203
712,http://t.co/5c7TpiTzEH,2,0.0002170374389582203
713,@ayush2448,2,0.0002170374389582203
714,Ibengwé,2,0.0002170374389582203
715,conversation,2,0.0002170374389582203
716,language,2,0.0002170374389582203
717,care,2,0.0002170374389582203
718,together..its,2,0.0002170374389582203
719,Canadians,2,0.0002170374389582203
720,surely,2,0.0002170374389582203
721,http://t.co/OkPDcixSEp,2,0.0002170374389582203
722,Very,2,0.0002170374389582203
723,year,2,0.0002170374389582203
724,Liberty,2,0.0002170374389582203
725,#documentary,2,0.0002170374389582203
726,KAR,2,0.0002170374389582203
727,name,2,0.0002170374389582203
728,'@france_nouvelle:@LindaKagyu,2,0.0002170374389582203
729,#MiddleEast,2,0.0002170374389582203
730,@Purushayog,2,0.0002170374389582203
731,police,2,0.0002170374389582203
732,king.”,2,0.0002170374389582203
733,Peace:,2,0.0002170374389582203
734,States,2,0.0002170374389582203
735,@rahulkanwal,2,0.0002170374389582203
736,disrespecting,2,0.0002170374389582203
737,#WakeUpNow,2,0.0002170374389582203
738,British,2,0.0002170374389582203
739,“There,2,0.0002170374389582203
